title,tags,dates,text
Virginia Senate follows House in approving RGGI companion legislation,"Americas,US","Published 15:25 on February 12, 2020  /  Last updated at 17:30 on February 12, 2020  /  ","The Virginia Senate passed a clean energy bill Tuesday night that would implement the state’s RGGI-modelled power sector ETS regulation with state-run allowance auctions, following the House’s approval of its own version earlier in the day and setting up a signature from Governor Ralph Northam (D)."
"Rural sector US offset projects in need of further support, experts say","Americas,US,Voluntary Market","Published 22:23 on February 11, 2020  /  Last updated at 22:41 on February 11, 2020  /  ","Voluntary offset projects on US forested and agricultural lands require greater amounts of private and public support and investment to stimulate emissions abatement and economic growth because a national carbon pricing system has failed to materialise, experts said Tuesday."
"California, intervenors see no legal basis for DOJ lawsuit challenging ETS linkage","Americas,Canada,US","Published 22:06 on February 11, 2020  /  Last updated at 22:51 on February 11, 2020  /  ","California and its supporting organisations argued Monday that the US Department of Justice (DOJ) has failed to show how the state’s carbon market linkage with Quebec violates the US Constitution, and sought a judgement in their favour ahead of a hearing next month."
Virginia House passes RGGI bills with Democratic dissent,"Americas,US","Published 21:49 on February 11, 2020  /  Last updated at 22:45 on February 11, 2020  /  ","The Virginia House of Delegates approved two bills on Tuesday to implement the state’s RGGI-modelled power sector ETS regulation with state-run allowance auctions, but several progressive Democrats broke ranks to oppose the legislation as it heads to the Senate."
"RGGI states likely to approve Pennsylvania’s bank adjustment mechanism, sources say","Americas,US","Published 21:46 on February 10, 2020  /  Last updated at 01:37 on February 11, 2020  /  ","Existing RGGI states will likely support Pennsylvania’s plan to include an allowance adjustment mechanism at the end of ETS compliance periods because it mirrors carbon market language adopted by New Jersey, regulatory sources said."
Oregon Democrats working to advance carbon market legislation as GOP opposition intensifies,"Americas,Canada,RINs & LCFS,US","Published 20:59 on February 10, 2020  /  Last updated at 22:17 on February 10, 2020  /  ",Oregon Democrats intend to send a WCI-modelled cap-and-trade bill out of committee later this week amid a slew of Republican amendments and growing fears of a second consecutive GOP walkout.
Oregon Clean Fuels Program notches record credit total in Q3 2019,"Americas,RINs & LCFS,US","Published 22:20 on February 7, 2020  /  Last updated at 22:20 on February 7, 2020  /  ","The Oregon Clean Fuels Program (OCFP) recorded its largest ever credit generation total during the third quarter of 2019 on a torrent of renewable diesel, state data released on Thursday showed."
"US Carbon Pricing Roundup for week ending Feb. 7, 2020","Americas,Carbon Taxes,US","Published 20:30 on February 7, 2020  /  Last updated at 20:30 on February 7, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level taken this week, including developments in Washington, Virginia, New York, and Rhode Island."
Court rejects California’s request for delays in DOJ lawsuit challenging ETS linkage,"Americas,Canada,US","Published 15:58 on February 7, 2020  /  Last updated at 18:00 on February 7, 2020  /  ","A federal judge on Thursday turned down a California petition to delay the timeline for a US Department of Justice (DOJ) lawsuit challenging the state’s cap-and-trade linkage with Quebec, setting up a critical hearing next month."
"NA Markets: CCAs continue bullish trend with speculative purchases, RGGI falls on emissions data","Americas,Canada,US","Published 22:48 on February 6, 2020  /  Last updated at 22:49 on February 6, 2020  /  ","California Carbon Allowance (CCA) prices rose for the second consecutive week as speculators continued to take long positions on the back end of the curve, while RGGI Allowances (RGAs) retraced previous gains after data showed emissions from the power plants covered by the ETS fell to an all-time low in 2019."
ClimeCo VP departs for Canadian environmental firm,"Americas,Bavardage,Canada,Carbon Taxes,US,Voluntary Market","Published 16:39 on February 6, 2020  /  Last updated at 16:39 on February 6, 2020  /  ","A vice president for offset developer and advisory firm ClimeCo has taken a senior position with a Canadian competitor, Carbon Pulse has learned."
"California fuel emissions through October slip under 2018 totals, as power reverses trend","Americas,Canada,US","Published 22:07 on February 5, 2020  /  Last updated at 22:07 on February 5, 2020  /  ","California’s fuel consumption through Oct. 2019 slipped slightly below the previous year’s total, potentially resulting in stagnant ETS-covered emissions compared to 2018, state data published Wednesday suggested."
"Pennsylvania GOP, fossil fuel groups claim few environmental benefits to joining RGGI","Americas,US","Published 20:48 on February 5, 2020  /  Last updated at 22:08 on February 5, 2020  /  ","Energy industry speakers urged Pennsylvania lawmakers on Wednesday to advance legislation that would prohibit Governor Tom Wolf (D) from joining the RGGI ETS without the General Assembly’s approval, citing the large economic impact and meagre GHG reductions from doing so."
RFS Market: RIN prices continue climbing after court decision on waivers,"Americas,RINs & LCFS,US","Published 16:29 on February 5, 2020  /  Last updated at 16:43 on February 5, 2020  /  ","US biofuel credit prices continued to tick up this week after a recent federal court ruling questioned the EPA’s granting of Renewable Fuel Standard (RFS) compliance waivers, but other factors were also thought to have added to the bullish sentiment."
Washington senators anticipate better odds for ETS bill in 2021,"Americas,Canada,US","Published 22:26 on February 4, 2020  /  Last updated at 23:00 on February 4, 2020  /  ","Washington state’s WCI-modelled cap-and-trade legislation will likely stand a greater chance of passage next year as lawmakers continue engaging with multiple stakeholders on an economy-wide approach to reducing GHGs, a committee heard Tuesday."
California requests delay in Trump administration lawsuit challenging ETS linkage,"Americas,Canada,US","Published 17:38 on February 4, 2020  /  Last updated at 22:48 on February 4, 2020  /  ","California officials asked a federal district court judge on Monday to postpone the timeline for a US Department of Justice (DOJ) lawsuit challenging the state’s cap-and-trade linkage with Quebec, arguing two pending motions could substantially alter the case."
Oregon alters fuel sector phase-in for WCI-modelled cap-and-trade proposal,"Americas,Canada,US","Published 16:31 on February 4, 2020  /  Last updated at 23:57 on February 4, 2020  /  ","Oregon could regulate transportation sector emissions across 18 geographic areas in 2025 under the state’s carbon market bill, as Democrats made a variety of other proposed changes in the hopes of bolstering GOP support for the controversial legislation."
California targets June 1 start date for LCFS price cap,"Americas,RINs & LCFS,US","Published 16:03 on February 4, 2020  /  Last updated at 00:02 on February 5, 2020  /  ","The California Low Carbon Fuel Standard (LCFS) price ceiling will take effect on June 1 and increase annually on that date, according to a revised rulemaking package released by state regulator ARB on Monday."
"Vermont Democrats back TCI programme, await final cap-and-trade structure","Americas,US","Published 22:13 on February 3, 2020  /  Last updated at 23:25 on February 4, 2020  /  ","Vermont Democratic legislators are supportive of the proposed Transportation and Climate Initiative (TCI) fuel sector carbon market, but they will likely wait until the final structure of the ETS is released before deciding whether to pass legislation requiring the state’s participation."
"Top LCFS credit holder sheds position in Q3, data shows","Americas,RINs & LCFS,US","Published 21:15 on February 3, 2020  /  Last updated at 23:29 on February 4, 2020  /  ","The largest holder of California Low Carbon Fuel Standard (LCFS) credits reduced its share of the surplus bank volume during the third quarter, while the number two entity offset that trend by bolstering its own position, state data shows."
Five Massachusetts generators above 2019 GWSA limits as allowance surplus grows,"Americas,US","Published 20:59 on February 3, 2020  /  Last updated at 00:11 on February 5, 2020  /  ","Five Massachusetts-based power plants exceeded their annual CO2 limit under the state’s Global Warming Solutions Act (GWSA) cap-and-trade programme last year, but data suggests that surplus allowances in circulation will enable those facilities to easily meet their upcoming compliance deadline."
California LCFS registers nearly 150k deficit for Q3 2019,"Americas,RINs & LCFS,US","Published 22:56 on January 31, 2020  /  Last updated at 22:56 on January 31, 2020  /  ","Regulated entities in the California Low Carbon Fuel Standard (LCFS) drew down nearly 150,000 tonnes on the credit bank in the third quarter of 2019, but administrative adjustments kept the programme’s surplus bank mostly constant."
"US Carbon Pricing Roundup for week ending Jan. 31, 2020","Americas,Canada,Carbon Taxes,US","Published 21:45 on January 31, 2020  /  Last updated at 01:17 on February 1, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level taken this week, including developments in the Pacific Northwest, Virginia, Pennsylvania, Connecticut, Hawaii, and Illinois."
RGGI emissions in 2019 set all-time low as Q4 figures drop,"Americas,US","Published 21:23 on January 31, 2020  /  Last updated at 01:27 on February 1, 2020  /  ","The Northeast US RGGI cap-and-trade system recorded its lowest annual emissions figure in 2019 after reporting that fourth quarter CO2 output in the region slid 12%, with many of those reductions coming from New York and Maryland."
Massachusetts senate passes omnibus carbon pricing bill,"Americas,Canada,Carbon Taxes,US","Published 16:45 on January 31, 2020  /  Last updated at 01:39 on February 1, 2020  /  ","Massachusetts state senators approved a wide-ranging climate policy package on Thursday night, including the option of a cap-and-trade programme to link with the regional Transportation and Climate Initiative (TCI)."
California offset investigation decision provides little closure on regulatory question,"Americas,Canada,US","Published 15:53 on January 31, 2020  /  Last updated at 15:53 on January 31, 2020  /  ","WCI market stakeholders remain unsure of whether regulator ARB can void California Carbon Offsets (CCOs) after their invalidation period expires based on the timing of a probe, with the most recent decision providing little clarity on the scenario."
California invalidates nearly 19k WCI offsets for regulatory violations,"Americas,Canada,US","Published 00:47 on January 31, 2020  /  Last updated at 15:30 on January 31, 2020  /  ","California regulator ARB invalidated nearly 19,000 offsets issued for use in the state’s ETS on Thursday after determining a Michigan-based project was not in regulatory compliance during one of the two reporting periods under review."
Pennsylvania unveils draft ETS regulations with eye toward RGGI linkage,"Americas,US","Published 23:43 on January 30, 2020  /  Last updated at 00:31 on January 31, 2020  /  ","Pennsylvania’s Department of Environmental Protection (DEP) published draft power sector cap-and-trade regulations on Thursday that mirror the post-2020 RGGI Model Rule, but the proposal includes language to implement a bank adjustment after every compliance period."
"NA Markets: WCI allowances reverse losses on higher demand, while RGAs slide on mild weather","Americas,Canada,US","Published 22:48 on January 30, 2020  /  Last updated at 00:48 on January 31, 2020  /  ","California Carbon Allowance (CCA) prices rose this week as greater demand for permits countered recent losses, while RGGI Allowances (RGAs) dropped amid a second consecutive week of lacklustre activity."
"LCFS Market: California prices scrape proposed cap, Washington House passes legislation","Americas,RINs & LCFS,US","Published 16:49 on January 30, 2020  /  Last updated at 00:23 on January 31, 2020  /  ","California Low Carbon Fuel Standard (LCFS) credit values neared the programme’s pending ceiling price on Wednesday, while Washington state representatives approved their own clean fuel standard proposal for the second consecutive year."
California mints 589k offsets in second issuance of 2020,"Americas,Canada,Mexico,US,Voluntary Market","Published 21:48 on January 29, 2020  /  Last updated at 01:08 on February 1, 2020  /  ","California regulator ARB issued nearly 589,000 new California Carbon Offsets (CCOs) over the past two weeks across three WCI protocols, according to data published Wednesday."
Trump administration argues against dropping WCI members in California ETS lawsuit,"Americas,Canada,US","Published 17:58 on January 29, 2020  /  Last updated at 22:43 on February 4, 2020  /  ","The US Department of Justice (DOJ) urged a federal court to keep WCI board members in a lawsuit challenging the California-Quebec ETS linkage, claiming those defendants were acting as representatives for the jurisdictions."
COP26 seen as “last chance” to forge Paris carbon trading rulebook,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 23:04 on January 28, 2020  /  Last updated at 21:14 on January 31, 2020  /  ","The 2020 COP26 UN climate summit in Glasgow will be the final opportunity for countries to agree to the rulebook for the Paris Agreement’s market-based Article 6, but countries will still press on with carbon market deals over the next decade if negotiations come up short for a third straight year, experts said Tuesday."
New York would see few environmental benefits from cross border hydro line -report,"Americas,Canada,US","Published 19:10 on January 28, 2020  /  Last updated at 10:26 on January 30, 2020  /  ","A proposed 1,000MW transmission line to bring Quebec hydroelectric power to New York would increase electricity costs and fail to stimulate carbon abatement, according to a utility-funded report that was dismissed as inaccurate by a project backer."
Washington governor seeks Clean Air Rule extension to indirect sources,"Americas,Canada,US","Published 16:04 on January 28, 2020  /  Last updated at 15:16 on January 29, 2020  /  ",Washington Governor Jay Inslee (D) is requesting legislation that would expand coverage of the partially reinstated Clean Air Rule to fuel suppliers and natural gas distributors after a recent court decision limited the market-based GHG reduction programme to only stationary emissions sources.
World Bank sets November deadline for remaining REDD deals,"Africa,Americas,Asia Pacific,Aviation/CORSIA,Climate Talks,EMEA,International,Kyoto Mechanisms,New Market Mechanisms,REDD,South & Central,US,Voluntary Market","Published 22:41 on January 27, 2020  /  Last updated at 22:41 on January 27, 2020  /  ","The World Bank Forest Carbon Partnership Facility (FCPF) will sign deforestation reduction agreements with its remaining 14 countries by the end of November, as the deals viewed as a possible base for international emissions trade begin to stack up."
Vermont Democrats reportedly working on TCI bill despite governor’s opposition,"Americas,US","Published 21:18 on January 27, 2020  /  Last updated at 22:46 on January 27, 2020  /  ","Vermont Democrats are crafting legislation that would require the state to join the Transportation and Climate Initiative (TCI) cap-and-invest programme despite Governor Phil Scott’s (R) public opposition to carbon pricing, a legislative source said."
RFS Market: RIN prices rise as court vacates three US biofuel programme waivers,"Americas,RINs & LCFS,US","Published 18:19 on January 27, 2020  /  Last updated at 00:34 on January 28, 2020  /  ","US biofuel credit (RIN) prices rose on Monday after a federal appeals court threw out three Renewable Fuel Standard (RFS) compliance waivers issued by the EPA, arguing the agency exceeded its statutory authority and did not properly assess refiners’ financial hardships."
US threatens retaliation against EU over carbon border measures -FT,"Americas,China,China's National ETS,Climate Talks,EMEA,EU ETS,International,US","Published 09:34 on January 27, 2020  /  Last updated at 00:00 on March 5, 2020  /  ","The US has said it would react with possible retaliatory measures against the EU if it opts to impose carbon border adjustments, the Financial Times reported, quoting US commerce secretary Wilbur Ross."
"RGGI programme review may be influenced by expansion, TCI development","Americas,US","Published 18:59 on January 24, 2020  /  Last updated at 08:45 on January 27, 2020  /  ","RGGI’s upcoming programme review could be delayed as member states discuss the potential expansion of the power sector ETS and regulators also craft a new cap-and-trade scheme to cover fuel sector emissions across the region, regulatory sources said."
"US Carbon Pricing Roundup for week ending Jan. 24, 2020","Americas,Carbon Taxes,US","Published 18:57 on January 24, 2020  /  Last updated at 18:57 on January 24, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level taken this week, including developments in Massachusetts, New Hampshire, Rhode Island, California, and Arizona."
California offset investigation could conclude this month -sources,"Americas,Canada,US","Published 22:43 on January 23, 2020  /  Last updated at 23:13 on January 23, 2020  /  ","California regulator ARB could decide by the end of January whether to invalidate offset reporting periods under review for regulatory compliance violations, three WCI market sources told Carbon Pulse."
"NA Markets: California carbon dips ahead of first 2020 auction, RGGI stays flat","Americas,Canada,US","Published 20:11 on January 23, 2020  /  Last updated at 00:10 on January 24, 2020  /  ","California Carbon Allowance (CCA) prices continued dropping on the secondary market this week as participants looked to unload volume ahead of the February WCI auction, while RGGI prices stagnated on low liquidity."
World Bank REDD programme adopts changes to align with CORSIA,"Africa,Americas,Asia Pacific,Aviation/CORSIA,China,China's Offset Market,Climate Talks,EMEA,International,Kyoto Mechanisms,Middle East,New Market Mechanisms,Other APAC,REDD,South & Central,US,Voluntary Market","Published 18:39 on January 23, 2020  /  Last updated at 00:21 on January 24, 2020  /  ","The World Bank’s Forest Carbon Partnership Facility (FCPF) has made revisions to its deforestation reduction programme methodology in response to comments from an UN aviation expert panel, with an aim of becoming eligible for the international flight offset programme CORSIA."
LCFS Market: California prices break above $210,"Americas,RINs & LCFS,US","Published 18:27 on January 23, 2020  /  Last updated at 00:26 on January 24, 2020  /  ","California Low Carbon Fuel Standard (LCFS) credits surged to new all-time records on Thursday, pressing up against the clean fuels programme’s pending ceiling price."
PJM carbon price could ease state fears after FERC order -experts,"Americas,Carbon Taxes,US","Published 22:50 on January 22, 2020  /  Last updated at 00:16 on January 23, 2020  /  ","US states in the PJM grid region could benefit from a carbon tax after a Federal Energy Regulatory Commission (FERC) order last month threatened clean energy and environmental goals, but the support for that CO2 regulatory policy is uncertain, experts said Wednesday."
World’s carbon markets grow 34% in value to $215 billion in 2019 -report,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,Carbon Taxes,China,China's National ETS,China's Offset Market,China's Pilot Markets,EMEA,EU ETS,International,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,South & Central,South Korea,Switzerland,US","Published 21:34 on January 22, 2020  /  Last updated at 11:45 on January 23, 2020  /  ","Global carbon markets grew by 34% in 2019 to hit €194 billion ($215.1 bln) in value, according to analysts at Refinitiv, marking a third straight year of growth and a nearly fivefold increase in two years."
"EU chief warns on CO2 border measures, praises California, China","Americas,Asia Pacific,Carbon Taxes,China,EMEA,EU ETS,International,US","Published 18:53 on January 22, 2020  /  Last updated at 21:16 on January 22, 2020  /  ","European Commission president Ursula von der Leyen warned on Wednesday that the EU will press ahead with border carbon adjustment plans to protect its industry and workers, but she praised California and China’s carbon pricing efforts that could mean the measures are never needed."
New York’s timeline on revised RGGI regulation remains uncertain,"Americas,US","Published 17:09 on January 22, 2020  /  Last updated at 00:19 on January 23, 2020  /  ","New York will release a draft RGGI regulation shortly to implement the Northeast US carbon market’s post-2020 programme changes, but there is no timeline for the completion of that process, state and regulatory sources told Carbon Pulse."
"Key Oregon Democrat wants ETS proposal passed, but stays mum on current bill","Americas,Canada,US","Published 17:03 on January 21, 2020  /  Last updated at 00:54 on January 22, 2020  /  ","A Democratic Oregon state senator who opposed her party’s WCI-modelled cap-and-trade proposal last year is open to supporting a carbon reduction bill during the state’s short 2020 lawmaking term, but has stopped short of backing her colleague’s revised legislation."
Pennsylvania Republicans warn RGGI against linkage with state,"Americas,US","Published 18:53 on January 20, 2020  /  Last updated at 18:53 on January 20, 2020  /  ","Pennsylvania joining the US Northeast RGGI ETS via executive order would prompt a legal challenge and create prolonged regulatory uncertainty for the scheme, a state Republican warned the programme’s top official."
"RGGI compliance buying rose amid higher prices last week, data shows","Americas,US","Published 18:45 on January 20, 2020  /  Last updated at 18:45 on January 20, 2020  /  ","Increased buying of RGGI allowances (RGA) by compliance entities led to higher prices on the secondary market last week, according to Commodity Futures Trading Commission (CFTC) data."
"US Carbon Pricing Roundup for week ending Jan. 17, 2020","Americas,Canada,Carbon Taxes,US","Published 21:54 on January 17, 2020  /  Last updated at 21:54 on January 17, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level taken this week, including developments in Massachusetts, Maryland, and Washington state."
Too soon to rule out TCI carbon market despite criticism -regulatory sources,"Americas,US","Published 20:02 on January 17, 2020  /  Last updated at 20:02 on January 17, 2020  /  ","The Transportation and Climate Initiative (TCI) collaborative’s future will still hinge on the final design of the cap-and-invest programme in 13 US jurisdictions despite criticism over the initial proposal, regulatory sources told Carbon Pulse."
"LCFS Market: California prices pull within records, BC deficit grows","Americas,Canada,RINs & LCFS,US","Published 22:53 on January 16, 2020  /  Last updated at 22:53 on January 16, 2020  /  ","California Low Carbon Fuel Standard (LCFS) prices flirted with all-time highs this week, while data showed British Columbia’s credit deficit for its own clean fuels programme rose in 2018."
"NA Markets: California price drop reverses early year rally, RGGI takes off on higher demand","Americas,Canada,US","Published 22:43 on January 16, 2020  /  Last updated at 22:43 on January 16, 2020  /  ","California Carbon Allowance (CCA) prices dropped on the secondary market after rising toward programme highs to start 2020, while RGGI Allowance (RGA) prices rose double-digits amid increased buying."
"Washington state can implement Clean Air Rule on stationary sources, court rules","Americas,Canada,US,Voluntary Market","Published 18:07 on January 16, 2020  /  Last updated at 00:40 on January 17, 2020  /  ","The Washington Department of Ecology (ECY) can enforce its market-based carbon rule on stationary emitters after the state Supreme Court partially overturned a lower court’s decision on Thursday, but the ruling still bars the agency from implementing GHG limits on fuel suppliers and natural gas distributors."
California needs to further strengthen its climate policies to reach 2030 goal -report,"Americas,Canada,US","Published 12:01 on January 16, 2020  /  Last updated at 13:15 on January 16, 2020  /  ","California’s current suite of climate policies may not reduce emissions in line with the state’s 2030 goal, but the adoption of six new or enhanced mechanisms could ensure it hits that mark, according to a report released Thursday."
New US soil offset protocol seeks simplified approach to additionality,"Americas,US,Voluntary Market","Published 23:04 on January 15, 2020  /  Last updated at 23:08 on January 15, 2020  /  ","A US offset registry and agricultural technology company began the process of developing a soil carbon methodology for the voluntary offset market on Wednesday, with a focus on streamlining the process of proving additionality."
California hands out 1.3 mln offsets to start 2020,"Americas,Canada,Mexico,US,Voluntary Market","Published 22:52 on January 15, 2020  /  Last updated at 22:52 on January 15, 2020  /  ","California regulator ARB divvied out nearly 1.3 million new California Carbon Offsets (CCOs) in its first issuance of 2020 as the all-time supply rose to nearly 170 mln, according to data published Wednesday."
Oregon GOP may walk out over cap-and-trade bill despite more lenient provisions,"Americas,Canada,US","Published 21:05 on January 15, 2020  /  Last updated at 01:03 on January 17, 2020  /  ","Oregon Republicans are open to walking out on the upcoming legislative session for a second straight year to protest a revised WCI-modelled ETS bill released this week, arguing the proposal should instead be decided by a ballot initiative."
"California ETS watchdog recommends automatic supply trigger, altering value of banked allowances","Americas,Canada,US","Published 17:25 on January 15, 2020  /  Last updated at 17:25 on January 15, 2020  /  ","California regulator ARB should consider an automatic supply-cutting mechanism in the WCI-linked carbon market, and subsequently should adjust the compliance value of banked permits, according to a watchdog report released Wednesday."
"As Trump blocks UN efforts to curb HFCs, US lawmakers try another way","Americas,Climate Talks,International,New Market Mechanisms,US","Published 23:03 on January 14, 2020  /  Last updated at 00:31 on April 8, 2020  /  ","US Congressional lawmakers have introduced a bipartisan act for a phase-down of highly potent HFC refrigerant gases, aiming to sidestep President Donald Trump’s refusal to ratify a UN pact amendment that would accomplish those goals."
"Quebec carbon allowance allocation flat year-on-year for 2020, data shows","Americas,Canada,US","Published 22:18 on January 14, 2020  /  Last updated at 22:18 on January 14, 2020  /  ","Quebec’s initial free allocation for 2020 remained stagnant year-on-year as regulated parties received their allowances, according to data published by the environmental ministry."
"RGGI’s PJM member states would see higher emissions, generation under carbon border adjustment -analysis","Americas,Canada,US","Published 21:51 on January 14, 2020  /  Last updated at 23:06 on January 14, 2020  /  ","Overall CO2 output in the 13-state PJM region would fall if the grid operator’s member states implemented a carbon border adjustment, but the programme’s three RGGI participants would see slight emission increases, according to initial modelling results released Tuesday."
New Jersey inclusion balloons RGGI auction supply to 16.2 mln,"Americas,US","Published 16:26 on January 14, 2020  /  Last updated at 16:26 on January 14, 2020  /  ","The Northeast US RGGI carbon market will offer 16.2 million allowances for sale at its first quarterly sale to include New Jersey since 2011, the programme announced Tuesday."
Oregon will operate standalone ETS to show stringency to WCI partners -lawmaker,"Americas,Canada,US","Published 17:23 on January 13, 2020  /  Last updated at 18:36 on January 14, 2020  /  ","Oregon’s potential cap-and-trade programme would operate independently of the WCI scheme during the initial part of the ETS, but lawmakers still included language in a new bill unveiled Monday to enable a future linkage with California and Quebec, a state senator told Carbon Pulse."
Climate Action Reserve policy director joins soil-based carbon credit start-up,"Americas,Bavardage,Canada,US","Published 14:34 on January 13, 2020  /  Last updated at 18:58 on January 13, 2020  /  ","The policy director of offset registry Climate Action Reserve (CAR) has left the company to lead carbon methodology development at a Massachusetts-based agricultural technology firm, Carbon Pulse has learned."
California proposes members of new offset committee after long delay,"Americas,Canada,US","Published 23:16 on January 10, 2020  /  Last updated at 00:37 on January 11, 2020  /  ","California regulator ARB on Friday named the 13 members of the Compliance Offset Protocol Task Force (OPTF) for board approval later this month, after the applicant selection process faced numerous delays over the past year."
"US Carbon Pricing Roundup for week ending Jan. 10, 2020","Americas,RINs & LCFS,US","Published 19:37 on January 10, 2020  /  Last updated at 19:41 on January 10, 2020  /  ","A summary of legislative and regulatory action on carbon pricing and clean energy at the US subnational and federal level taken this week, including developments in Washington state, Virginia, California, New York, Nevada, and Utah."
California’s ARB narrows offset investigation at Michigan farm,"Americas,Canada,US","Published 17:24 on January 10, 2020  /  Last updated at 22:02 on January 23, 2020  /  ","California regulator ARB has narrowed its probe of a Michigan-based WCI dairy farm offset project to three issues, down from six previously, according to emails seen by Carbon Pulse."
Utah Republicans cue up budget funding for California ETS lawsuit,"Americas,Canada,US","Published 22:18 on January 9, 2020  /  Last updated at 22:44 on February 4, 2020  /  ","Utah Republicans have included funding in the state’s upcoming budget for a lawsuit challenging the legality of California’s cap-and-trade programme and emissions performance standard, but final approval is still months away, a government spokesperson told Carbon Pulse."
"NA Markets: CCAs jump to begin 2020, while RGGI prices creep up","Americas,Canada,US","Published 21:42 on January 9, 2020  /  Last updated at 21:42 on January 9, 2020  /  ","California Carbon Allowance (CCA) prices surged to begin the new year on higher demand from speculators, while RGGI allowances (RGAs) inched up on thin volume."
Additional WCI offset project seeks California LCFS transition,"Americas,Canada,RINs & LCFS,US","Published 15:51 on January 9, 2020  /  Last updated at 15:55 on January 9, 2020  /  ","Another California-registered offset project is aiming to transfer to the state’s Low Carbon Fuel Standard (LCFS), according to public filings, adding to a recent trend as stakeholders seek higher prices in the complementary market-based scheme."
California offset issuances expected to bounce back in 2020 -analysts,"Americas,Canada,US","Published 23:11 on January 8, 2020  /  Last updated at 00:50 on January 11, 2020  /  ","California Carbon Offset (CCO) issuances will increase this year due to a large overhang of WCI-eligible credits awaiting approval by California regulator ARB at the end of 2019, analysts said Wednesday."
"Oregon lawmakers add industrial exemptions, regional phase-in to renewed ETS legislation -media","Americas,Canada,US","Published 22:50 on January 8, 2020  /  Last updated at 00:58 on January 11, 2020  /  ","Oregon lawmakers intend to unveil a revised WCI-modelled cap-and-trade bill on Monday, with the proposal expected to include free allowance allocations and exemptions for key industrials in an attempt to win over support in the short legislative session, according to media reports."
Excess WCI allowance supply rises as emitters position for full compliance deadline,"Americas,Canada,US","Published 22:39 on January 7, 2020  /  Last updated at 22:39 on January 7, 2020  /  ","Surplus compliance instruments in the WCI cap-and-trade programme inched above the 275-million mark after accounting for California and Quebec emissions in 2018, according to the carbon market’s Q4 Compliance Instrument Tracking System Service (CITSS) report published Tuesday."
US Midwestern states should aim for uniform approach in LCFS implementation -report,"Americas,RINs & LCFS,US","Published 22:31 on January 7, 2020  /  Last updated at 22:31 on January 7, 2020  /  ","The Midwest should aim for harmonisation in the design of low-carbon fuel standards (LCFS) and potential credit fungibility across state lines, as well as incorporate a variety of regional factors to benefit agricultural communities in America’s heartland, according to a white paper released Tuesday."
WCI speculators’ carbon holdings dip with December expiry,"Americas,Canada,US","Published 21:07 on January 7, 2020  /  Last updated at 21:59 on January 7, 2020  /  ","Speculators’ carbon allowance holdings in the WCI-linked ETS dipped to a three-month low at the end of the year, but the group still holds significant length in the California-Quebec cap-and-trade market, according to US Commodity Futures Trading Commission (CFTC) data."
US coal power declines drive 2.1% emission cut in 2019 -report,"Americas,International,US","Published 16:22 on January 7, 2020  /  Last updated at 22:04 on January 7, 2020  /  ","US emissions reversed course in 2019 on a record plunge in coal-fired generation, but flat or rising discharges from other sources leave the country far off track from meeting its UN Paris Agreement goals, according to preliminary estimates published Tuesday."
"California fuel emissions through September remain on par with 2018, as power continues to dip","Americas,Canada,US","Published 21:54 on January 6, 2020  /  Last updated at 21:54 on January 6, 2020  /  ","California’s on-road diesel and gasoline consumption through Sep. 2019 held only slightly above levels from the previous year, likely resulting in stagnant ETS-covered annual emissions, state data suggested."
US airline JetBlue to offset all domestic flight emissions,"Aviation/CORSIA,International,REDD,RINs & LCFS,US,Voluntary Market","Published 17:59 on January 6, 2020  /  Last updated at 17:59 on January 6, 2020  /  ","Low-cost US airline JetBlue announced Monday that it will purchase carbon credits to offset emissions from all its domestic flights beginning in July, while also expanding its sustainable aviation fuel usage."
Massachusetts’ second GWSA auction settles at secondary market levels,"Americas,US","Published 14:56 on January 6, 2020  /  Last updated at 23:35 on January 6, 2020  /  ","Massachusetts’ December auction for its Global Warming Solutions Act (GWSA) carbon market settled above the programme’s first sale, but stayed within recent price levels for the in-state power sector ETS, a market source said."
"California snowpack holding below average, though hydro market implications uncertain","Americas,Canada,US","Published 19:53 on January 3, 2020  /  Last updated at 23:08 on January 5, 2020  /  ","California’s snowpack remains slightly off the historic average following storms in November and December, but state officials say it is too early to determine whether this could have an impact on hydroelectric generation."
"Early on, TCI states ranging in support of ETS design process","Americas,US","Published 19:02 on January 3, 2020  /  Last updated at 23:09 on January 5, 2020  /  ","Northeast and Mid-Atlantic US jurisdictions are giving a wide range of feedback early in the design process of a transportation sector carbon market, with Transportation and Climate Initiative (TCI) members expressing anywhere from steadfast support to outright scepticism."
